id|user|brewery|name|abv|rating|style|country|drink_country|drink_city|drink_datetime|notes|creation_datetime|last_updated|country_iso|brew_with|brew_year|search_string
569|1|3 Daughters|Rod Bender|5.9|1.6|Amber Ale|USA|USA|Orlando|2016-05-01 0:00:00|Also know as Channel Marker|2016-06-13 4:14:44|2016-06-13 4:14:44|us||\N|3 Daughters Rod Bender Amber Ale USA 
570|1|Shipyard|Maple Bacon Stout|5.2|1.4|Stout|USA|USA|Orlando|2016-05-01 0:00:00||2016-06-13 4:16:07|2016-06-13 4:16:07|us||\N|Shipyard Maple Bacon Stout Stout USA 
574|1|Big River|Trois Soleils|10.5|2.3|Belgian Ale|USA|USA|Orlando|2016-05-01 0:00:00||2016-06-13 4:18:57|2016-06-13 4:18:57|us||\N|Big River Trois Soleils Belgian Ale USA 
576|1|Big River|Midland|4.3|1.9|Brown Ale|USA|USA|Orlando|2016-05-01 0:00:00||2016-06-13 4:20:08|2016-06-13 4:20:08|us||\N|Big River Midland Brown Ale USA 
578|1|Napa Smith|Hopageddon|9.2|1.7|Double IPA|USA|USA|Orlando|2016-05-01 0:00:00||2016-06-13 4:22:07|2016-06-13 4:22:07|us||\N|Napa Smith Hopageddon Double IPA USA 
580|1|Squatters|Wellied Irish Stout|4|2.5|Dry Stout|USA|USA|Salt Lake City|2016-05-01 0:00:00||2016-06-13 4:26:56|2016-06-13 4:26:56|us||\N|Squatters Wellied Irish Stout Dry Stout USA 
581|1|Squatter|Chocolate Rye|4|2.2|Stout|USA|USA|Salt Lake City|2016-05-01 0:00:00||2016-06-13 4:27:21|2016-06-13 4:27:21|us||\N|Squatter Chocolate Rye Stout USA 
586|1|Maui|Bikini Blonde|5.1|1.2|Dortmunder|USA|USA|Honolulu|2016-05-01 0:00:00||2016-06-13 4:29:56|2016-06-13 4:29:56|us||\N|Maui Bikini Blonde Dortmunder USA 
588|1|Hite|Max Cream 生|4.5|2.1|Premium Lager|South Korea|South Korea|Goyang|2016-05-01 0:00:00||2016-06-13 4:32:30|2016-06-13 4:32:30|sk||\N|Hite Max Cream 生 Premium Lager South Korea 
590|1|Tallgrass|Velvet Rooster|8.5|3.2|Abbey Tripel|USA|South Korea|Goyang|2016-05-01 0:00:00||2016-06-13 4:33:06|2016-06-13 4:33:06|us||\N|Tallgrass Velvet Rooster Abbey Tripel USA 
24968|1|Trumer|Pils|4.8|1.9|Pilsener|USA|USA|Berkeley|2013-07-01 0:00:00|There's a brewery in Berkeley|2015-06-08 2:02:30|2015-06-08 2:02:30|us||\N|Trumer Pils Pilsener USA 
24984|1|Stone|Farking Wheaton w00tstout|13|4|Imperial Stout|USA|USA|Berkeley|2013-08-01 0:00:00|The guy from Fark and Wil Wheaton|2015-06-08 2:02:31|2015-06-08 2:02:31|us||\N|Stone Farking Wheaton w00tstout Imperial Stout USA 
25003|1|Uinta|Dubhe|9.2|2.5|Black IPA|USA|USA|Berkeley|2013-09-01 0:00:00|With hemp, apparently|2015-06-08 2:02:32|2015-06-08 2:02:32|us||\N|Uinta Dubhe Black IPA USA 
25009|1|JosephsBrau|Bavarian Hefeweizen|5|3|Hefeweizen|USA|USA|Berkeley|2013-09-01 0:00:00|Oh, huh, JosephsBrau... Trader Joe's beer.|2015-06-08 2:02:32|2015-06-08 2:02:32|us||\N|JosephsBrau Bavarian Hefeweizen Hefeweizen USA 
25011|1|High Water|Campfire|6.5|2.6|Stout|USA|USA|Pleasanton|2013-09-01 0:00:00|Smells amazing|2015-06-08 2:02:32|2015-06-08 2:02:32|us||\N|High Water Campfire Stout USA 
25015|1|Russian River|Great Beer Great Wine|4.75|2.6|Pilsener|USA|USA|Santa Rosa|2013-09-01 0:00:00|Full name is It Takes A Lot of Great Beer to Make a Great Wine|2015-06-08 2:02:32|2015-06-08 2:02:32|us||\N|Russian River Great Beer Great Wine Pilsener USA 
25024|1|Middle Ages|Ape Hanger|4.7|0.5|English Pale Ale|USA|USA|Syracuse|2013-09-01 0:00:00|At Dinosaur BBQ with Cory!|2015-06-08 2:02:33|2015-06-08 2:02:33|us||\N|Middle Ages Ape Hanger English Pale Ale USA 
25028|1|North Coast|Old Stock Ale|11.9|1.4|Barley Wine|USA|USA|Berkeley|2013-10-01 0:00:00|2013 vintage|2015-06-08 2:02:33|2015-06-08 2:02:33|us||2013|North Coast Old Stock Ale Barley Wine USA 
25048|1|Verhaeghe|Duchesse De Bourgogne|6|4.3|Flanders Sour|Belgium|USA|Berkeley|2013-10-01 0:00:00|Fantastic. Looks like a cup of glowing blood when held up to the firelight.|2015-06-08 2:02:34|2015-06-08 2:02:34|be||\N|Verhaeghe Duchesse De Bourgogne Flanders Sour Belgium 
25053|1|Stone|Suede|9.6|2.6|Imperial Porter|USA|USA|Berkeley|2013-10-01 0:00:00|With 10 Barrel and Bluejacket|2015-06-08 2:02:34|2015-06-08 2:02:34|us|10 Barrel and Bluejacket|\N|Stone Suede Strong Porter USA 10 Barrel and Bluejacket
622|1|Rare Barrel|Tropical Humor|5.6|2.8|Sour|USA|USA|Berkeley|2016-06-01 0:00:00||2016-07-03 19:54:49|2016-07-03 19:55:09|us||\N|Rare Barrel Tropical Humor Sour USA 
623|1|Rare Barrel|Melisma|5.6|3.1|Sour|USA|USA|Berkeley|2016-06-01 0:00:00||2016-07-03 19:55:57|2016-07-03 19:55:57|us||\N|Rare Barrel Melisma Sour USA 
624|1|Ground Breaker|IPA No. 5|6|3.4|Specialty Grain|USA|USA|Berkeley|2016-06-01 0:00:00|gluten free (maybe should add a tag for this?)|2016-07-03 19:56:43|2016-07-03 19:56:43|us||\N|Ground Breaker IPA No. 5 Specialty Grain USA 
625|1|Half Moon Bay|Calf-eine|6.3|3.3|Sweet Stout|USA|USA|Oakland|2016-06-01 0:00:00||2016-07-03 19:58:24|2016-07-03 19:58:24|us||\N|Half Moon Bay Calf-eine Sweet Stout USA 
626|1|Firestone Walker|Double DBA|12|3.8|Barley Wine|USA|USA|Oakland|2016-06-01 0:00:00||2016-07-03 20:20:18|2016-07-03 20:20:18|us||2012|Firestone Walker Double DBA Barley Wine USA 
627|1|Hair of the Dog|Adam from the Stone|10|3|American Strong Ale|USA|USA|Oakland|2016-06-01 0:00:00|Tastes you drank a beer and then licked the sidewalk... sort of.|2016-07-03 20:21:02|2016-07-03 20:21:02|us||2015|Hair of the Dog Adam from the Stone American Strong Ale USA 
628|1|Baladin|Lune|11.5|3.6|Barley Wine|Italy|USA|Oakland|2016-06-01 0:00:00||2016-07-03 20:22:01|2016-07-03 20:22:01|it||2010|Baladin Lune Barley Wine Italy 
629|1|Baladin|Lune|11.5|3.7|Barley Wine|Italy|USA|Oakland|2016-06-01 0:00:00||2016-07-03 20:22:27|2016-07-03 20:22:27|it||2012|Baladin Lune Barley Wine Italy 
24772|1|Dogfish Head|Chicory Stout|5.2|2.3|Stout|USA|USA|Ithaca|2013-03-01 0:00:00||2015-06-08 2:02:23|2016-07-03 20:27:23|us||\N|Dogfish Head Chicory Stout Stout USA 
25224|1|Uinta|Crooked Line Labyrinth|13.2|2.4|Imperial Porter|USA|USA|Ithaca|2014-02-01 0:00:00|Regrade 8/15, 1.7>2.4|2015-06-08 2:02:44|2016-07-03 20:31:42|us||\N|Uinta Crooked Line Labyrinth Strong Porter USA 
25058|1|Ommegang|Take the Black Stout|7|2.7|Stout|USA|USA|Berkeley|2013-10-01 0:00:00||2015-06-08 2:02:35|2016-07-03 20:32:32|us||\N|Ommegang Take the Black Stout Stout USA 
631|1|Deschutes|The Abyss|11|3.1|Imperial Stout|USA|USA|Oakland|2016-06-01 0:00:00||2016-07-03 20:34:26|2016-07-03 20:34:26|us||2010|Deschutes The Abyss Imperial Stout USA 
25698|1|Deschutes|The Abyss|11|3.6|Imperial Stout|USA|USA|Berkeley|2015-01-01 0:00:00||2015-06-08 2:03:23|2016-07-03 20:34:46|us||2015|Deschutes The Abyss Imperial Stout USA 
632|1|Three Floyds|Dark Lord|15|3.5|Imperial Stout|USA|USA|Oakland|2016-06-01 0:00:00||2016-07-03 20:35:19|2016-07-03 20:35:19|us||\N|Three Floyds Dark Lord Imperial Stout USA 
633|1|Calicraft|The City|6.4|3|IPA|USA|USA|Berkeley|2016-06-01 0:00:00||2016-07-03 20:36:09|2016-07-03 20:36:09|us||\N|Calicraft The City IPA USA 
634|1|Half Moon Bay|Snail Mail|5.6|2.3|American Pale Ale|USA|USA|Berkeley|2016-06-01 0:00:00||2016-07-03 20:37:03|2016-07-03 20:37:03|us||\N|Half Moon Bay Snail Mail American Pale Ale USA 
635|1|Jupiter|Blonde|4.8|2.5|Golden Ale|USA|USA|Berkeley|2016-06-01 0:00:00||2016-07-03 20:40:52|2016-07-03 20:40:52|us||\N|Jupiter Blonde Golden Ale USA 
636|1|New Belgium|Heavy Melon|5|1.5|Fruit Beer|USA|USA|Berkeley|2016-06-01 0:00:00||2016-07-03 20:41:49|2016-07-03 20:41:49|us||\N|New Belgium Heavy Melon Fruit Beer USA 
637|1|Rinkuškiai|Lobster Lover|8.2|1.8|Imperial Pils|Lithuania|USA|Berkeley|2016-06-01 0:00:00||2016-07-03 20:42:36|2016-07-03 20:42:36|lt||\N|Rinkuškiai Lobster Lover Imperial Pils Lithuania 
638|1|Hoi Polloi|Tripel|8.4|3.4|Abbey Tripel|USA|USA|Berkeley|2016-06-01 0:00:00||2016-07-03 20:43:26|2016-07-03 20:43:26|us||\N|Hoi Polloi Tripel Abbey Tripel USA 
639|1|Hoi Polloi|Saison de Fierté|5.3|3.3|Saison|USA|USA|Berkeley|2016-06-01 0:00:00||2016-07-03 20:44:22|2016-07-03 20:44:22|us||\N|Hoi Polloi Saison de Fierté Saison USA 
640|1|Hoi Polloi|Belerican Oatmeal Stout|6.6|3.5|Stout|USA|USA|Berkeley|2016-06-01 0:00:00||2016-07-03 20:45:02|2016-07-03 20:45:02|us||\N|Hoi Polloi Belerican Oatmeal Stout Stout USA 
641|1|Hoi Polloi|South Berkeley IPA|6.7|3.1|IPA|USA|USA|Berkeley|2016-06-01 0:00:00||2016-07-03 20:45:33|2016-07-03 20:45:33|us||\N|Hoi Polloi South Berkeley IPA IPA USA 
642|1|Modern Times|Orderville Mosaic IPA|7.2|3|IPA|USA|USA|Berkeley|2016-06-01 0:00:00||2016-07-03 20:46:25|2016-07-03 20:46:25|us||\N|Modern Times Orderville Mosaic IPA IPA USA 
643|1|Anderson Valley|Briney Melon Gose|4.2|3|Gose|USA|USA|Oakland|2016-06-01 0:00:00||2016-07-03 21:17:01|2016-07-03 21:17:01|us||\N|Anderson Valley Briney Melon Gose Gose USA 
644|1|Deschutes|Pinot Suave|11.2|3.4|Belgian Strong Ale|USA|USA|San Francisco|2016-06-01 0:00:00||2016-07-03 21:17:40|2016-07-03 21:17:40|us||\N|Deschutes Pinot Suave Belgian Strong Ale USA 
645|1|Shipyard|Smashed Blueberry|9|0.2|Fruit Beer|USA|USA|San Francisco|2016-06-01 0:00:00|A disgusting attempt at a porter|2016-07-03 21:18:42|2016-07-03 21:19:07|us||\N|Shipyard Smashed Blueberry Fruit Beer USA 
646|1|Schubros|Wervik Saison|5.3|2.2|Saison|USA|USA|San Francisco|2016-06-01 0:00:00||2016-07-03 21:26:02|2016-07-03 21:26:02|us||\N|Schubros Wervik Saison Saison USA 
647|1|Sonoma Springs|Kölsch|5.2|2.4|Kölsch|USA|USA|San Francisco|2016-06-01 0:00:00||2016-07-03 21:26:36|2016-07-03 21:26:36|us||\N|Sonoma Springs Kölsch Kölsch USA 
648|1|Rinkuškiai|Before After|12|1.7|Doppelbock|Lithuania|USA|Berkeley|2016-06-01 0:00:00||2016-07-03 21:27:27|2016-07-03 21:27:27|lt||\N|Rinkuškiai Before After Doppelbock Lithuania 
25064|1|The Bruery|Saison Rue|8.5|2.2|Saison|USA|USA|Los Angeles|2013-10-01 0:00:00|So, I only wrote down 'Belgian-style ale' but I'm pretty sure it isn't Mischief, so I'm guessing it's this|2015-06-08 2:02:35|2015-06-08 2:02:35|us||2013|The Bruery Saison Rue Saison USA 
25066|1|Sierra Nevada|Devestation|6.7|3.3|Black IPA|USA|USA|Los Angeles|2013-10-01 0:00:00|Wet hops|2015-06-08 2:02:35|2015-06-08 2:02:35|us||\N|Sierra Nevada Devestation Black IPA USA 
25090|1|Two Roads|The Perfect Crime Hollow Point|10|3.4|Quadrupel|USA|USA|Berkeley|2013-11-01 0:00:00|There's a Danish version, but this is the US brew|2015-06-08 2:02:36|2015-06-08 2:02:36|us||\N|Two Roads The Perfect Crime Hollow Point Quadrupel USA 
25110|1|Ruhstaller|Hop Sac First Leaf|6|3|American Pale Ale|USA|USA|Berkeley|2013-12-01 0:00:00|California First Leaf 2013 Wet Hop|2015-06-08 2:02:37|2015-06-08 2:02:37|us||2013|Ruhstaller Hop Sac First Leaf American Pale Ale USA 
25133|1|Triple Rock|Festivus MiracALE|6.9|1|American Pale Ale|USA|USA|Berkeley|2013-12-01 0:00:00|Couldn't find the exact type, I think this is it|2015-06-08 2:02:39|2015-06-08 2:02:39|us||\N|Triple Rock Festivus MiracALE American Pale Ale USA 
649|1|Hacker-Pschorr|Maibock (Der Himmel Der Bayern)|6.6|3|Heller Bock|Germany|USA|Berkeley|2016-07-01 0:00:00||2016-07-27 0:19:26|2016-07-27 0:19:26|de||\N|Hacker-Pschorr Maibock (Der Himmel Der Bayern) Heller Bock Germany 
25149|1|De La Senne|Crushable Saison|5|3.7|Saison|Belgium|USA|Berkeley|2014-01-01 0:00:00|With Tired Hands brewery|2015-06-08 2:02:39|2015-06-08 2:02:39|be|Tired Hands|\N|De La Senne Crushable Saison Saison Belgium Tired Hands
25201|1|Siren|Limoncello IPA|9|2.9|Double IPA|England|USA|San Francisco|2014-01-01 0:00:00|With Mikkeller and Hill Farmstead|2015-06-08 2:02:43|2015-06-08 2:02:43|gb|Mikkeller and Hill Farmstead|\N|Siren Limoncello IPA Double IPA England Mikkeller and Hill Farmstead
25163|1|Westvleteren|XII|10.2|4.2|Quadrupel|Belgium|USA|Pleasanton|2014-01-01 0:00:00|12/12/12 release - Guy at Workday had extra bottles and brought them to a cantina|2015-06-08 2:02:40|2015-06-08 2:02:40|be||2012|Westvleteren XII Quadrupel Belgium 
25167|1|Lost Abbey|Judgment Day|10.5|3.7|Quadrupel|USA|USA|Pleasanton|2014-01-01 0:00:00|Yeah, it's supposed to be spelled that way...|2015-06-08 2:02:41|2015-06-08 2:02:41|us||\N|Lost Abbey Judgment Day Quadrupel USA 
25171|1|The Bruery|Black Tuesday|18.9|3.6|Imperial Stout|USA|USA|Berkeley|2014-01-01 0:00:00|Too sweet for my taste in Imperial Stouts|2015-06-08 2:02:41|2015-06-08 2:02:41|us||\N|The Bruery Black Tuesday Imperial Stout USA 
650|1|Füchschen|Alt|4.5|2.9|Altbier|Germany|USA|Berkeley|2016-07-01 0:00:00||2016-07-27 0:21:47|2016-07-27 0:21:47|de||\N|Füchschen Alt Altbier Germany 
25262|1|Sierra Nevada|Canfusion|7.2|2.5|Heller Bock|USA|USA|Berkeley|2014-07-01 0:00:00|With Oskar Blues|2015-06-08 2:02:47|2015-06-08 2:02:47|us|Oskar Blues|\N|Sierra Nevada Canfusion Heller Bock USA Oskar Blues
25272|1|The Bruery|Chupacabra Quinceañera|6|1.7|Sour|USA|USA|Los Angeles|2014-03-01 0:00:00|Sour blonde|2015-06-08 2:02:47|2015-06-08 2:02:47|us||\N|The Bruery Chupacabra Quinceañera Sour USA 
25276|1|The Bruery|Melange #3|15.5|2.9|American Strong Ale|USA|USA|Los Angeles|2014-03-01 0:00:00||2015-06-08 2:02:48|2015-06-08 2:02:48|us||2013|The Bruery Melange #3 American Strong Ale USA 
25277|1|The Bruery|Cacaonut|15.6|1.2|American Strong Ale|USA|USA|Los Angeles|2014-03-01 0:00:00||2015-06-08 2:02:48|2015-06-08 2:02:48|us||\N|The Bruery Cacaonut American Strong Ale USA 
25278|1|The Bruery|Saison Rue|8.5|2.6|Saison|USA|USA|Los Angeles|2014-03-01 0:00:00||2015-06-08 2:02:48|2015-06-08 2:02:48|us||2014|The Bruery Saison Rue Saison USA 
25279|1|The Bruery|Walt|6.97|1.6|Saison|USA|USA|Los Angeles|2014-03-01 0:00:00||2015-06-08 2:02:48|2015-06-08 2:02:48|us||\N|The Bruery Walt Saison USA 
25281|1|The Bruery|Autumn Maple|10|2.7|Spice|USA|USA|Los Angeles|2014-03-01 0:00:00||2015-06-08 2:02:48|2015-06-08 2:02:48|us||\N|The Bruery Autumn Maple Spice USA 
25282|1|The Bruery|Smooth Criminal|15|2.5|Old Ale|USA|USA|Los Angeles|2014-03-01 0:00:00||2015-06-08 2:02:48|2015-06-08 2:02:48|us||\N|The Bruery Smooth Criminal Old Ale USA 
25283|1|Taps Bar|Cream Ale|5.5|2.4|Cream Ale|USA|USA|Los Angeles|2014-03-01 0:00:00||2015-06-08 2:02:48|2015-06-08 2:02:48|us||\N|Taps Bar Cream Ale Cream Ale USA 
25284|1|Taps Bar|Belgian White|4.8|2.8|Belgian White|USA|USA|Los Angeles|2014-03-01 0:00:00||2015-06-08 2:02:48|2015-06-08 2:02:48|us||\N|Taps Bar Belgian White Belgian White USA 
25285|1|Sierra Nevada|Maillard's Odyssey|8.5|2.9|Black IPA|USA|USA|Berkeley|2014-07-01 0:00:00||2015-06-08 2:02:48|2015-06-08 2:02:48|us||\N|Sierra Nevada Maillard's Odyssey Black IPA USA 
25286|1|Dogfish Head|Piercing Pils|6|2.6|Fruit Beer|USA|USA|Berkeley|2014-03-01 0:00:00||2015-06-08 2:02:48|2015-06-08 2:02:48|us||\N|Dogfish Head Piercing Pils Fruit Beer USA 
25287|1|Boulevard|Tank 7|8.5|2.8|Saison|USA|USA|Berkeley|2014-03-01 0:00:00||2015-06-08 2:02:48|2015-06-08 2:02:48|us||\N|Boulevard Tank 7 Saison USA 
25288|1|Stillwater|Folklore|8.4|3.2|Foreign Stout|USA|USA|Berkeley|2014-03-01 0:00:00||2015-06-08 2:02:49|2015-06-08 2:02:49|us||\N|Stillwater Folklore Foreign Stout USA 
25289|1|Boulevard|Sixth Glass|10.5|2.8|Quadrupel|USA|USA|Berkeley|2014-03-01 0:00:00||2015-06-08 2:02:49|2015-06-08 2:02:49|us||\N|Boulevard Sixth Glass Quadrupel USA 
25290|1|Lost Abbey|Cuvée de Tomme|11.5|3.3|Flanders Sour|USA|USA|Berkeley|2014-03-01 0:00:00||2015-06-08 2:02:49|2015-06-08 2:02:49|us||\N|Lost Abbey Cuvée de Tomme Flanders Sour USA 
25291|1|Headlands|Ryepa|7.6|3|IPA|USA|USA|San Francisco|2014-03-01 0:00:00||2015-06-08 2:02:49|2015-06-08 2:02:49|us||\N|Headlands Ryepa IPA USA 
25292|1|Samuel Smith's|Organic Best Ale|5|2.3|Bitter|England|USA|Pleasanton|2014-03-01 0:00:00||2015-06-08 2:02:49|2015-06-08 2:02:49|gb||\N|Samuel Smith's Organic Best Ale Bitter England 
25293|1|Goose Island|Matilda|7|3.3|Belgian Ale|USA|USA|Pleasanton|2014-03-01 0:00:00||2015-06-08 2:02:49|2015-06-08 2:02:49|us||\N|Goose Island Matilda Belgian Ale USA 
25294|1|Anchorage|Galaxy|7|2.4|IPA|USA|USA|Pleasanton|2014-03-01 0:00:00||2015-06-08 2:02:49|2015-06-08 2:02:49|us||\N|Anchorage Galaxy IPA USA 
25295|1|Hangar 24|Double IPA|7|2.4|Double IPA|USA|USA|Pleasanton|2014-03-01 0:00:00||2015-06-08 2:02:49|2015-06-08 2:02:49|us||\N|Hangar 24 Double IPA Double IPA USA 
25296|1|Stone|Cali-Belgique|6.9|2.7|IPA|USA|USA|Pleasanton|2014-03-01 0:00:00||2015-06-08 2:02:49|2015-06-08 2:02:49|us||\N|Stone Cali-Belgique IPA USA 
25297|1|Palo Alto|Atlas Double IPA|8.5|1.6|Double IPA|USA|USA|Pleasanton|2014-03-01 0:00:00||2015-06-08 2:02:49|2015-06-08 2:02:49|us||\N|Palo Alto Atlas Double IPA Double IPA USA 
25298|1|Lost Abbey|Saint's Devotion|6.66|3.4|Belgian Ale|USA|USA|Pleasanton|2014-03-01 0:00:00||2015-06-08 2:02:49|2015-06-08 2:02:49|us||\N|Lost Abbey Saint's Devotion Belgian Ale USA 
25299|1|Black Diamond|Free Style|5.2|1.6|Belgian Ale|USA|USA|Berkeley|2014-03-01 0:00:00||2015-06-08 2:02:49|2015-06-08 2:02:49|us||\N|Black Diamond Free Style Belgian Ale USA 
25301|1|Golden Road|Burning Bush IPA|8|2.1|Double IPA|USA|USA|Berkeley|2014-03-01 0:00:00||2015-06-08 2:02:49|2015-06-08 2:02:49|us||\N|Golden Road Burning Bush IPA Double IPA USA 
25302|1|Peak Organic|Fresh Cut|4.7|1.7|Pilsener|USA|USA|Berkeley|2014-03-01 0:00:00||2015-06-08 2:02:49|2015-06-08 2:02:49|us||\N|Peak Organic Fresh Cut Pilsener USA 
25303|1|Dixie|Blackened Voodo|5|2.2|Schwarzbier|USA|USA|Berkeley|2014-03-01 0:00:00||2015-06-08 2:02:50|2015-06-08 2:02:50|us||\N|Dixie Blackened Voodo Schwarzbier USA 
651|1|Mike Hess|WestCoaster IPA|7.5|2.4|IPA|USA|USA|Pleasanton|2016-07-01 0:00:00||2016-08-06 5:45:03|2016-08-06 5:45:03|us||\N|Mike Hess WestCoaster IPA IPA USA 
653|1|Adnams|Tally-Ho Reserve|9|3.6|Barley Wine|England|USA|Berkeley|2016-07-01 0:00:00||2016-08-06 5:47:23|2016-08-06 5:47:23|gb||2012|Adnams Tally-Ho Reserve Barley Wine England 
657|1|Woods|Astral Rye|6.5|2.7|Specialty Grain|USA|USA|Oakland|2016-07-01 0:00:00||2016-08-06 5:50:33|2016-08-06 5:50:33|us||\N|Woods Astral Rye Specialty Grain USA 
659|1|Woods|Wheat Wine|10.4|3.5|Barley Wine|USA|USA|Oakland|2016-07-01 0:00:00|Mmm... I guess a wheat wine is probably different than a barleywine, but whatever.|2016-08-06 5:55:50|2016-08-06 5:55:50|us||\N|Woods Wheat Wine Barley Wine USA 
662|1|Alpine|Willy Vanilly|4.9|2.3|Spice|USA|USA|Oakland|2016-07-01 0:00:00||2016-08-06 5:57:43|2016-08-06 5:57:43|us||\N|Alpine Willy Vanilly Spice USA 
664|1|Track 7|Nukin Futz|7.3|2.6|Imperial Porter|USA|USA|Oakland|2016-07-01 0:00:00||2016-08-06 5:58:18|2016-08-06 5:58:18|us||\N|Track 7 Nukin Futz Imperial Porter USA 
665|1|Diving Dog|Saison de Reuben|5.6|2.6|Saison|USA|USA|Oakland|2016-07-01 0:00:00||2016-08-06 5:58:59|2016-08-06 5:58:59|us||\N|Diving Dog Saison de Reuben Saison USA 
667|1|Ale Industries|Oakland's Urban Farmhouse|5.5|1.8|Saison|USA|USA|Oakland|2016-07-01 0:00:00||2016-08-06 6:04:21|2016-08-06 6:04:21|us||\N|Ale Industries Oakland's Urban Farmhouse Saison USA 
668|1|Altamont|Dank of America|8.4|2.6|Double IPA|USA|USA|Oakland|2016-07-01 0:00:00||2016-08-06 6:04:41|2016-08-06 6:04:41|us|Cellarmaker|\N|Altamont Dank of America Double IPA USA Cellarmaker
673|1|Rochefort|Trappistes 6|7.5|2.5|Belgian Strong Ale|Belgium|USA|Pleasanton|2016-07-01 0:00:00||2016-08-07 19:02:42|2016-08-07 19:02:42|be||\N|Rochefort Trappistes 6 Belgian Strong Ale Belgium 
674|1|Rochefort|Trappistes 8|9.2|3|Belgian Strong Ale|Belgium|USA|Pleasanton|2016-07-01 0:00:00||2016-08-07 19:03:05|2016-08-07 19:03:05|be||\N|Rochefort Trappistes 8 Belgian Strong Ale Belgium 
676|1|Cascade|Cranberry|7|3.2|Sour|USA|USA|Pleasanton|2016-07-01 0:00:00||2016-08-07 19:05:39|2016-08-07 19:05:39|us||2015|Cascade Cranberry Sour USA 
678|1|Freigeist|Geisterzug Gose Quitte|5.2|3.3|Gose|Germany|USA|San Francisco|2016-07-01 0:00:00||2016-08-07 19:07:48|2016-08-07 19:08:44|de||\N|Freigeist Geisterzug Gose Gose Germany 
679|1|Freigeist|Abraxxxas Apple|6|3.1|Gose|Germany|USA|San Francisco|2016-07-01 0:00:00||2016-08-07 19:09:19|2016-08-07 19:09:19|de||\N|Freigeist Abraxxxas Apple Gose Germany 
681|1|Freigeist|Hoppeditz|7.5|3.6|Altbier|Germany|USA|San Francisco|2016-07-01 0:00:00||2016-08-07 19:10:17|2016-08-07 19:10:17|de||\N|Freigeist Hoppeditz Altbier Germany 
684|1|Founders|Backwoods Bastard|11.6|3.9|Scotch Ale|USA|USA|San Francisco|2016-07-01 0:00:00||2016-08-07 19:11:50|2016-08-07 19:11:50|us||\N|Founders Backwoods Bastard Scotch Ale USA 
685|1|Dogfish Head|Fort|18|3.7|Fruit Beer|USA|USA|San Francisco|2016-07-01 0:00:00||2016-08-07 19:12:08|2016-08-07 19:12:08|us||\N|Dogfish Head Fort Fruit Beer USA 
686|1|Grimm|Psychokinesis|5|2.5|Sour|USA|USA|San Francisco|2016-07-01 0:00:00||2016-08-07 19:12:34|2016-08-07 19:12:34|us||\N|Grimm Psychokinesis Sour USA 
691|1|Sierra Nevada|Sweet Sunny South|4.9|2.9|Belgian Ale|USA|USA|Oakland|2016-07-01 0:00:00||2016-08-07 19:22:06|2016-08-07 19:22:06|us|Austin Beerworks, Bayou Teche, Creature Comforts, Funky Buddha, Wicked Weed|\N|Sierra Nevada Sweet Sunny South Belgian Ale USA Austin Beerworks, Bayou Teche, Creature Comforts, Funky Buddha, Wicked Weed
25320|1|Stillwater|Stateside Saison|6.8|2.8|Saison|USA|USA|Berkeley|2014-04-01 0:00:00||2015-06-08 2:02:51|2015-06-08 2:02:51|us||\N|Stillwater Stateside Saison Saison USA 
693|1|Sierra Nevada|Family Values|8.5|3.2|American Strong Ale|USA|USA|Oakland|2016-07-01 0:00:00||2016-08-07 19:24:53|2016-08-07 19:24:53|us|August Schell, Dark Horse, Half Acre Beer, Perennial, Sun King|\N|Sierra Nevada Family Values American Strong Ale USA August Schell, Dark Horse, Half Acre Beer, Perennial, Sun King
694|1|Sierra Nevada|Moxee-Moron Imperial Session IPA|7.5|2.6|IPA|USA|USA|Oakland|2016-07-01 0:00:00||2016-08-07 19:25:38|2016-08-07 19:25:38|us|Bale Breaker, Barley Brown's Beer, Black Raven, Melvin, Odell|\N|Sierra Nevada Moxee-Moron Imperial Session IPA IPA USA Bale Breaker, Barley Brown's Beer, Black Raven, Melvin, Odell
698|1|Rare Barrel|Home Is Where The Tart Is|6|3|Sour|USA|USA|Berkeley|2016-07-01 0:00:00||2016-08-07 19:28:23|2016-08-07 19:28:23|us|Cascade|\N|Rare Barrel Home Is Where The Tart Is Sour USA Cascade
699|1|Lagunitas|Hop Stoopid|8|3|Double IPA|USA|USA|Berkeley|2016-07-01 0:00:00||2016-08-07 19:28:44|2016-08-07 19:28:44|us||\N|Lagunitas Hop Stoopid Double IPA USA 
700|1|Stillwater|Yacht|4.2|3.7|Pale Lager|USA|USA|Berkeley|2016-07-01 0:00:00||2016-08-07 19:29:02|2016-08-07 19:29:02|us||\N|Stillwater Yacht Pale Lager USA 
701|1|Kombolcha|Castel Beer|5.5|1.6|Pale Lager|Ethiopia|USA|Oakland|2016-07-01 0:00:00||2016-08-07 19:31:14|2016-08-07 19:31:14|et||\N|Kombolcha Castel Beer Pale Lager Ethiopia 
652|1|Schmaltz|Vulcan Ale|5.4|1.5|IPA|USA|USA|Berkeley|2016-07-01 0:00:00||2016-08-06 5:46:49|2016-08-06 5:46:49|us||\N|Schmaltz Vulcan Ale IPA USA 
